No.;Date;Time;P.Time;AV Pyro top;AV control TC;AV TC upper ram;AV TC lower ram;AV Trafo Temp;SV Temperature  ;AV CZ Output;AV Press. Abs. 1;AV Press. Abs. 2;AV Thermovak;SV Rel. Pressure;AV Press. Rel.;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;AV Heating Power;U RMS;I RMS;Spare for I peak;SV Max. Temp TC ;SV Power limit  ;SV Jump to Pyro ;SV Pulse Time   ;SV Pause Time   ;SV Pulses Per Bu;SV Pause Between;SV Put on Force ;SV Speed        ;SV Max. Piston t;SV Abs. Pressure;SV Start Vacuum ;SV Open V1      
12;7/30/2020;9:26:00 AM;0:00:11;250,7;20,6;25,6;23,7;26,4;20;0;13,3;584,145;1,00E+03;20;-129,9;5;0,2;60,5;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
13;7/30/2020;9:26:01 AM;0:00:12;250,7;17,8;25,6;23,7;26,4;20;0;13,3;448,308;1,00E+03;20;-129,8;5;0,3;60,5;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
14;7/30/2020;9:26:02 AM;0:00:13;250,7;17,8;25,6;23,7;26,4;20;0;13,3;448,308;1,00E+03;20;-129,8;5;0,2;60,5;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
15;7/30/2020;9:26:03 AM;0:00:14;250,5;15;25,6;23,7;26,4;20;0;13,3;346,018;1,00E+03;20;-129,8;5;0;60,5;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
16;7/30/2020;9:26:04 AM;0:00:15;250,5;15;25,6;23,7;26,4;20;0;13,3;346,018;1,00E+03;20;-129,8;5;0,1;60,5;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
17;7/30/2020;9:26:05 AM;0:00:16;250,5;12,2;25,6;23,7;26,4;20;0;13,3;273,411;1,00E+03;20;-129,8;5;0,1;60,5;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
18;7/30/2020;9:26:06 AM;0:00:17;250,6;9,8;25,6;23,7;26,4;20;0;13,3;216,229;1,00E+03;20;-129,8;5;0,2;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
19;7/30/2020;9:26:07 AM;0:00:18;250,6;9,8;25,6;23,7;26,4;20;0;13,3;216,229;1,00E+03;20;-129,8;5;0,5;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
20;7/30/2020;9:26:08 AM;0:00:19;250,5;9,8;25,6;23,7;26,4;20;0;13,3;173,168;9,10E+02;20;-129,8;5;0,2;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
21;7/30/2020;9:26:09 AM;0:00:20;250,5;7,8;25,6;23,6;26,4;20;0;13,3;139,636;2,90E+02;20;-129,8;5;0,1;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
22;7/30/2020;9:26:10 AM;0:00:21;250,5;7,8;25,6;23,6;26,4;20;0;13,3;139,636;2,90E+02;20;-129,8;5;0,1;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
23;7/30/2020;9:26:11 AM;0:00:22;250,6;6,1;25,6;23,6;26,4;20;0;13,3;113,375;2,00E+02;20;-129,8;5;0,1;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
24;7/30/2020;9:26:12 AM;0:00:23;250,5;4,8;25,6;23,6;26,4;20;0;13,3;92,698;1,20E+02;20;-129,8;5;0;60,51;0;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
25;7/30/2020;9:26:13 AM;0:00:24;250,5;4,8;25,6;23,6;26,4;20;0;13,3;92,698;1,20E+02;20;-129,8;5;0;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
26;7/30/2020;9:26:14 AM;0:00:25;250,7;3,8;25,7;23,7;26,4;20;0;13,3;92,698;6,90E+01;20;-129,8;5;0;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
27;7/30/2020;9:26:15 AM;0:00:26;250,7;3,8;25,7;23,7;26,4;20;0;13,3;71,403;3,80E+01;20;-129,8;5;0;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
28;7/30/2020;9:26:16 AM;0:00:27;250,7;2,7;25,7;23,7;26,4;20;0;13,3;71,403;2,40E+01;20;-129,8;5;0;60,51;0;0,02;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
29;7/30/2020;9:26:17 AM;0:00:28;250,7;1,8;25,7;23,7;26,4;20;0;13,3;52,822;1,60E+01;20;-129,8;5;0;60,51;0;0,02;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
30;7/30/2020;9:26:18 AM;0:00:29;250,7;1,8;25,7;23,7;26,4;20;0;12,534;36,848;1,10E+01;20;-129,8;5;0;60,51;0;0,02;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
31;7/30/2020;9:26:19 AM;0:00:30;250,8;1;25,7;23,7;26,4;20;0;12,534;36,848;7,50E+00;20;-129,8;5;0,1;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
32;7/30/2020;9:26:20 AM;0:00:31;250,6;0,5;25,7;23,7;26,4;20;0;10,524;23,376;5,40E+00;20;-129,8;5;0,3;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
33;7/30/2020;9:26:21 AM;0:00:32;250,6;0,5;25,7;23,7;26,4;20;0;7,942;23,376;3,90E+00;20;-129,8;5;0,1;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
34;7/30/2020;9:26:22 AM;0:00:33;250,6;0,5;25,7;23,7;26,4;20;0;7,942;17,252;2,90E+00;20;-129,8;5;0,4;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
35;7/30/2020;9:26:23 AM;0:00:34;250,7;0,5;25,7;23,7;26,4;20;0;5,019;13,598;2,30E+00;20;-129,8;5;0,4;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
36;7/30/2020;9:26:24 AM;0:00:35;250,7;1,1;25,8;23,7;26,4;20;0;5,019;13,598;1,80E+00;20;-129,8;5;0,1;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
37;7/30/2020;9:26:25 AM;0:00:36;250,7;1,1;25,8;23,7;26,4;20;0;2,959;11,616;1,40E+00;20;-129,8;5;0,4;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
38;7/30/2020;9:26:26 AM;0:00:37;250,7;1,9;25,7;23,7;26,4;20;0;2,959;11,616;1,20E+00;20;-129,8;5;0,1;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
39;7/30/2020;9:26:27 AM;0:00:38;250,7;2,8;25,7;23,7;26,4;20;0;1,807;10,425;9,60E-01;20;-129,8;5;0,4;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
40;7/30/2020;9:26:28 AM;0:00:39;250,7;2,8;25,7;23,7;26,4;20;0;1,175;9,619;8,00E-01;20;-129,8;5;0,1;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
41;7/30/2020;9:26:29 AM;0:00:40;250,7;3,7;25,7;23,7;26,4;20;0;1,175;9,619;8,00E-01;20;-129,8;5;0,5;60,51;0;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
42;7/30/2020;9:26:30 AM;0:00:41;250,7;3,7;25,7;23,7;26,4;20;0;0,855;9,165;6,90E-01;20;-129,8;5,1;2,8;60,66;0;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
43;7/30/2020;9:26:31 AM;0:00:42;250,7;4,4;25,7;23,7;26,4;20;0;0,855;9,165;5,60E-01;20;-129,8;5,2;8,3;61,14;0,43;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
44;7/30/2020;9:26:32 AM;0:00:43;250,7;5,1;25,7;23,7;26,4;20;0;0,662;8,898;5,60E-01;20;-129,8;5,2;6,9;61,16;0,45;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
45;7/30/2020;9:26:33 AM;0:00:44;250,7;5,1;25,7;23,7;26,4;20;0;0,548;8,778;5,10E-01;20;-129,8;5,3;6,2;61,16;0,45;12,16;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
46;7/30/2020;9:26:34 AM;0:00:45;250,7;6,3;25,7;23,7;26,4;20;0;0,475;8,693;4,60E-01;20;-129,8;5,5;6,4;61,15;0,44;12,16;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
47;7/30/2020;9:26:35 AM;0:00:46;250,6;6,3;25,7;23,7;26,4;20;0;0,423;8,65;3,90E-01;20;-129,8;5,6;6;61,15;0,44;12,16;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
48;7/30/2020;9:26:36 AM;0:00:47;250,6;6,8;25,7;23,7;26,4;20;0;0,388;8,65;3,90E-01;20;-129,8;5,6;6,5;61,15;0,44;-0,11;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
49;7/30/2020;9:26:37 AM;0:00:48;250,6;7,2;25,7;23,7;26,4;20;0;0,388;8,618;3,40E-01;20;-129,8;5,7;6,4;61,15;0,44;-0,11;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
50;7/30/2020;9:26:38 AM;0:00:49;250,6;7,2;25,7;23,7;26,4;20;0;0,356;8,576;3,20E-01;20;-129,8;5,9;6,1;61,15;0,44;-0,11;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
51;7/30/2020;9:26:39 AM;0:00:50;250,6;7,6;25,7;23,7;26,4;20;0;0,356;8,576;3,20E-01;20;-129,9;5,9;6,5;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
52;7/30/2020;9:26:40 AM;0:00:51;250,6;8;25,7;23,7;26,4;20;0;0,33;8,54;3,00E-01;20;-129,8;6;6,6;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
53;7/30/2020;9:26:41 AM;0:00:52;250,6;8,4;25,7;23,7;26,4;20;0;0,309;8,508;2,80E-01;20;-129,8;6,1;6,7;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
54;7/30/2020;9:26:42 AM;0:00:53;250,6;8,4;25,7;23,7;26,4;20;0;0,29;8,484;2,80E-01;20;-129,9;6,2;6,5;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
55;7/30/2020;9:26:43 AM;0:00:54;250,6;8,8;25,7;23,7;26,4;20;0;0,275;8,472;2,70E-01;20;-129,8;6,3;6,8;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
56;7/30/2020;9:26:44 AM;0:00:55;250,6;9,1;25,7;23,7;26,4;20;0;0,275;8,472;2,50E-01;20;-129,8;6,4;6,8;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
57;7/30/2020;9:26:45 AM;0:00:56;250,7;9,1;25,7;23,7;26,4;20;0;0,262;8,461;2,40E-01;20;-129,8;6,5;7;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
58;7/30/2020;9:26:46 AM;0:00:57;250,7;9,5;25,7;23,7;26,4;20;0;0,262;8,461;2,40E-01;20;-129,9;6,6;7,2;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
59;7/30/2020;9:26:47 AM;0:00:58;250,7;9,8;25,7;23,7;26,4;20;0;0,24;8,457;2,30E-01;20;-129,9;6,7;7,1;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
60;7/30/2020;9:26:48 AM;0:00:59;250,7;9,8;25,7;23,7;26,4;20;0;0,24;8,457;2,20E-01;20;-129,8;6,7;7;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
61;7/30/2020;9:26:49 AM;0:01:00;250,6;10,4;25,7;23,7;26,4;20;0;0,232;8,456;2,20E-01;20;-129,8;6,9;7,7;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
62;7/30/2020;9:26:50 AM;0:01:01;250,6;10,4;25,7;23,7;26,4;20;0;0,224;8,447;2,10E-01;20;-129,9;7;7,4;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
63;7/30/2020;9:26:51 AM;0:01:02;250,6;10,7;25,7;23,7;26,4;20;0;0,218;8,447;2,00E-01;20;-129,9;7;7,6;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
64;7/30/2020;9:26:52 AM;0:01:03;250,6;11;25,7;23,7;26,4;20;0;0,218;8,441;2,00E-01;20;-129,9;7,1;8,1;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
65;7/30/2020;9:26:53 AM;0:01:04;250,6;11,2;25,7;23,7;26,4;20;0;0,213;8,427;1,90E-01;20;-129,9;7,2;7,4;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
66;7/30/2020;9:26:54 AM;0:01:05;250,6;11,2;25,7;23,7;26,4;20;0;0,213;8,427;1,90E-01;20;-129,9;7,2;7,4;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
67;7/30/2020;9:26:55 AM;0:01:06;250,6;11,5;25,7;23,7;26,4;20;0;0,208;8,415;1,90E-01;20;-129,9;7,4;7,5;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
68;7/30/2020;9:26:56 AM;0:01:07;250,6;11,5;25,7;23,7;26,4;20;0;0,203;8,416;1,80E-01;20;-129,8;7,5;8;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
69;7/30/2020;9:26:57 AM;0:01:08;250,7;11,8;25,7;23,7;26,4;20;0;0,203;8,416;1,80E-01;20;-129,8;7,5;8,3;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
70;7/30/2020;9:26:58 AM;0:01:09;250,7;12;25,7;23,7;26,4;20;0;0,199;8,406;1,70E-01;20;-129,9;7,6;8,1;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
71;7/30/2020;9:26:59 AM;0:01:10;250,7;12,3;25,8;23,7;26,4;20;0;0,195;8,404;1,70E-01;20;-129,9;7,7;8,4;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
72;7/30/2020;9:27:00 AM;0:01:11;250,7;12,3;25,8;23,7;26,4;20;0;0,195;8,404;1,70E-01;20;-129,9;7,8;8,2;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
73;7/30/2020;9:27:01 AM;0:01:12;250,7;12,5;25,8;23,7;26,4;20;0;0,191;8,395;1,60E-01;20;-129,9;7,9;8,1;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
74;7/30/2020;9:27:02 AM;0:01:13;250,7;12,7;25,8;23,7;26,4;20;0;0,188;8,384;1,60E-01;20;-129,8;8;8,5;61,15;0,44;0;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
75;7/30/2020;9:27:03 AM;0:01:14;250,6;12,7;25,8;23,7;26,4;20;0;0,185;8,373;1,60E-01;20;-129,9;8,1;8,5;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
76;7/30/2020;9:27:04 AM;0:01:15;250,6;13;25,8;23,7;26,4;20;0;0,182;8,373;1,60E-01;20;-129,9;8,2;8,5;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
77;7/30/2020;9:27:05 AM;0:01:16;250,6;13,2;25,8;23,7;26,4;20;0;0,182;8,366;1,50E-01;20;-129,9;8,3;9;61,15;0,44;0,01;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
78;7/30/2020;9:27:06 AM;0:01:17;250,6;13,4;25,8;23,7;26,4;20;0;0,177;8,355;1,50E-01;20;-129,9;8,4;8,9;61,16;0,45;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
79;7/30/2020;9:27:07 AM;0:01:18;250,6;13,4;25,8;23,7;26,4;20;0;0,177;8,343;1,50E-01;20;-129,9;8,5;8,8;61,16;0,45;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
80;7/30/2020;9:27:08 AM;0:01:19;250,6;13,6;25,8;23,7;26,4;20;0;0,174;8,339;1,50E-01;20;-129,9;8,6;9,1;61,16;0,45;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
81;7/30/2020;9:27:09 AM;0:01:20;250,6;13,8;25,8;23,7;26,4;20;0;0,174;8,339;1,40E-01;20;-129,9;8,6;9,1;61,16;0,45;0,03;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
82;7/30/2020;9:27:10 AM;0:01:21;250,6;14;25,8;23,7;26,4;20;0;0,172;8,33;1,40E-01;20;-129,9;8,8;9,1;61,17;0,46;0,19;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
83;7/30/2020;9:27:11 AM;0:01:22;250,6;14;25,8;23,7;26,4;20;0;0,169;8,33;1,40E-01;20;-129,9;8,9;9,5;61,18;0,47;0,19;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
84;7/30/2020;9:27:12 AM;0:01:23;250,7;14,2;25,8;23,7;26,4;20;0;0,169;8,33;1,40E-01;20;-129,9;8,9;9,4;61,18;0,47;0,19;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
85;7/30/2020;9:27:13 AM;0:01:24;250,7;14,2;25,8;23,7;26,4;20;0;0,167;8,331;1,30E-01;20;-129,9;9;9,5;61,19;0,48;0,33;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
86;7/30/2020;9:27:14 AM;0:01:25;250,7;14,4;25,8;23,7;26,4;20;0;0,165;8,331;1,30E-01;20;-129,9;9,1;9,6;61,19;0,48;0,33;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
87;7/30/2020;9:27:15 AM;0:01:26;250,7;14,6;25,8;23,7;26,4;20;0;0,165;8,331;1,30E-01;20;-129,9;9,2;9,7;61,2;0,49;0,33;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
88;7/30/2020;9:27:16 AM;0:01:27;250,6;14,7;25,8;23,7;26,4;20;0;0,163;8,319;1,30E-01;20;-129,9;9,3;9,8;61,21;0,5;0,4;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
89;7/30/2020;9:27:17 AM;0:01:28;250,6;14,9;25,8;23,6;26,4;20;0;0,161;8,308;1,30E-01;20;-129,9;9,4;9,9;61,22;0,51;0,4;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
90;7/30/2020;9:27:18 AM;0:01:29;250,6;14,9;25,8;23,6;26,4;20;0;0,16;8,299;1,30E-01;20;-129,9;9,5;9,8;61,23;0,52;0,4;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
91;7/30/2020;9:27:19 AM;0:01:30;250,6;15,1;25,8;23,6;26,4;20;0;0,158;8,299;1,20E-01;20;-129,9;9,6;9,9;61,24;0,53;0,58;0;0,01;0,01;0;200;0;300;1;0;1;0;3;40;20;0;1;100
92;7/30/2020;9:27:20 AM;0:01:31;250,6;15,2;25,8;23,6;26,4;20;0;0,158;8,279;1,20E-01;20;-129,9;9,7;10,2;61,25;0,54;0,58;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
93;7/30/2020;9:27:21 AM;0:01:32;250,6;15,2;25,8;23,6;26,4;20;0;0,157;8,269;1,20E-01;20;-129,9;9,8;10,3;61,26;0,55;0,58;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
94;7/30/2020;9:27:22 AM;0:01:33;250,6;15,4;25,8;23,6;26,4;20;0;0,155;8,268;1,20E-01;20;-129,9;9,9;10,3;61,27;0,56;0,58;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
95;7/30/2020;9:27:23 AM;0:01:34;250,6;15,5;25,8;23,6;26,4;20;0;0,155;8,268;1,20E-01;20;-129,9;9,9;10,4;61,27;0,56;0,54;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
96;7/30/2020;9:27:24 AM;0:01:35;250,6;15,7;25,8;23,6;26,4;20;0;0,153;8,265;1,20E-01;20;-129,9;10;10,4;61,28;0,57;0,54;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
97;7/30/2020;9:27:25 AM;0:01:36;250,6;15,8;25,8;23,6;26,4;20;0;0,152;8,266;1,10E-01;20;-129,9;10,2;10,7;61,29;0,58;0,54;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
98;7/30/2020;9:27:26 AM;0:01:37;250,6;15,8;25,8;23,6;26,4;20;0;0,152;8,266;1,10E-01;20;-129,9;10,2;10,7;61,3;0,59;0,53;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
99;7/30/2020;9:27:27 AM;0:01:38;250,7;16;25,8;23,7;26,4;20;0;0,15;8,268;1,10E-01;20;-129,9;10,3;10,8;61,31;0,6;0,53;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
100;7/30/2020;9:27:28 AM;0:01:39;250,7;16;25,8;23,7;26,4;20;0;0,149;8,256;1,10E-01;20;-129,9;10,4;11,1;61,32;0,61;0,53;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
101;7/30/2020;9:27:29 AM;0:01:40;250,6;16,1;25,8;23,7;26,4;20;0;0,147;8,246;1,10E-01;20;-129,9;10,5;11,1;61,33;0,62;0,53;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
102;7/30/2020;9:27:30 AM;0:01:41;250,6;16,3;25,8;23,7;26,3;20;0;0,147;8,246;1,10E-01;20;-129,9;10,6;11;61,34;0,63;0,59;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
103;7/30/2020;9:27:31 AM;0:01:42;250,6;16,4;25,8;23,7;26,3;20;0;0,146;8,245;1,10E-01;20;-129,9;10,7;11,4;61,35;0,64;0,59;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
104;7/30/2020;9:27:32 AM;0:01:43;250,6;16,4;25,8;23,7;26,3;20;0;0,145;8,245;1,10E-01;20;-129,9;10,8;11,1;61,36;0,65;0,59;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
105;7/30/2020;9:27:33 AM;0:01:44;250,6;16,5;25,8;23,7;26,3;20;0;0,144;8,24;1,00E-01;20;-129,9;10,9;11,2;61,37;0,66;0,55;0;0,01;0,02;0;200;0;300;1;0;1;0;3;40;20;0;1;100
